pwmcount, residuebefore, residueafter,diff,scaling
5,1767,2002,235,0.630975
5,2046,1558,-488,-1.31028
5,1600,1843,243,0.652455
5,1886,1863,-23,-0.061755
5,1903,1989,86,0.23091
5,2030,1751,-279,-0.749115
5,1794,2140,346,0.92901
5,2183,2382,199,0.534315
5,2423,2232,-191,-0.512835
5,2278,1835,-443,-1.189455
5,1877,2077,200,0.537
5,2119,2000,-119,-0.319515
5,2044,1507,-537,-1.441845
5,1549,2052,503,1.350555
5,2094,1655,-439,-1.178715
5,1695,1775,80,0.2148
5,1817,1803,-14,-0.03759
5,1844,1470,-374,-1.00419
5,1511,2326,815,2.188275
5,2367,1619,-748,-2.00838
5,1664,1759,95,0.255075
5,1800,1789,-11,-0.029535
5,1831,2184,353,0.947805
5,2229,2311,82,0.22017
5,2355,1975,-380,-1.0203
5,2015,1998,-17,-0.045645
5,2039,2018,-21,-0.056385
5,2060,2143,83,0.222855
5,2187,1855,-332,-0.89142
5,1898,1679,-219,-0.588015
5,1720,1451,-269,-0.722265
5,1493,2251,758,2.03523
5,2295,1802,-493,-1.323705
5,1843,2145,302,0.81087
5,2190,1964,-226,-0.60681
5,2008,1573,-435,-1.167975
5,1616,2122,506,1.35861
5,2166,1727,-439,-1.178715
5,1769,1595,-174,-0.46719
5,1637,1731,94,0.25239
5,1774,1653,-121,-0.324885
5,1695,2208,513,1.377405
5,2253,1703,-550,-1.47675
5,1744,2154,410,1.10085
5,2197,1615,-582,-1.56267
5,1659,2370,711,1.909035
5,2414,1990,-424,-1.13844
5,2033,1695,-338,-0.90753
5,1738,2079,341,0.915585
5,2124,2062,-62,-0.16647
5,2104,1981,-123,-0.330255
5,2023,1954,-69,-0.185265
5,1995,1920,-75,-0.201375
5,1962,2311,349,0.937065
5,2354,2238,-116,-0.31146
5,2283,1741,-542,-1.45527
5,1784,1711,-73,-0.196005
5,1752,2098,346,0.92901
5,2141,2380,239,0.641715
5,2422,1823,-599,-1.608315
5,1865,2116,251,0.673935
5,2159,1513,-646,-1.73451
5,1555,2165,610,1.63785
5,2207,1823,-384,-1.03104
5,1864,1956,92,0.24702
5,1998,2135,137,0.367845
5,2175,1791,-384,-1.03104
5,1835,1823,-12,-0.03222
5,1863,1543,-320,-0.8592
5,1583,1455,-128,-0.34368
5,1499,1895,396,1.06326
5,1940,1607,-333,-0.894105
5,1647,2163,516,1.38546
5,2207,1815,-392,-1.05252
5,1856,1895,39,0.104715
5,1942,2082,140,0.3759
5,2127,2262,135,0.362475
5,2303,2037,-266,-0.71421
5,2078,1803,-275,-0.738375
5,1847,2356,509,1.366665
5,2399,2374,-25,-0.067125
5,2419,1775,-644,-1.72914
5,1815,1807,-8,-0.02148
5,1849,1783,-66,-0.17721
5,1824,2080,256,0.68736
5,2124,2353,229,0.614865
5,2397,1913,-484,-1.29954
5,1960,2161,201,0.539685
5,2207,1773,-434,-1.16529
5,1815,1853,38,0.10203
5,1895,1986,91,0.244335
5,2027,1959,-68,-0.18258
5,2001,2095,94,0.25239
5,2139,2126,-13,-0.034905
5,2168,2206,38,0.10203
5,2250,1707,-543,-1.457955
5,1751,2211,460,1.2351
5,2255,1822,-433,-1.162605
5,1863,1695,-168,-0.45108
5,1735,1875,140,0.3759
5,1920,1599,-321,-0.861885
5,1643,1739,96,0.25776
5,1781,1883,102,0.27387
5,1929,1976,47,0.126195
5,2015,1960,-55,-0.147675
5,2002,1673,-329,-0.883365
5,1714,1497,-217,-0.582645
5,1537,2372,835,2.241975
5,2414,1881,-533,-1.431105
5,1923,1711,-212,-0.56922
5,1753,1847,94,0.25239
5,1891,1823,-68,-0.18258
5,1866,1759,-107,-0.287295
5,1802,1798,-4,-0.01074
5,1839,2255,416,1.11696
5,2299,2170,-129,-0.346365
5,2215,1735,-480,-1.2888
5,1775,1714,-61,-0.163785
5,1756,1595,-161,-0.432285
55,2093,1823,-270,-0.72495
5,1867,1972,105,0.281925
5,2012,2169,157,0.421545
5,2211,2256,45,0.120825
5,2299,2338,39,0.104715
5,2381,1643,-738,-1.98153
5,1687,2044,357,0.958545
5,2084,1551,-533,-1.431105
5,1596,2004,408,1.09548
5,2047,1839,-208,-0.55848
5,1881,1923,42,0.11277
5,1970,1545,-425,-1.141125
5,1589,1743,154,0.41349
5,1786,2250,464,1.24584
5,2294,2388,94,0.25239
5,2431,2161,-270,-0.72495
5,2205,2037,-168,-0.45108
5,2079,1663,-416,-1.11696
5,1707,1645,-62,-0.16647
5,1687,1949,262,0.70347
5,1990,2140,150,0.40275
5,2183,2064,-119,-0.319515
5,2110,2158,48,0.12888
5,2201,2398,197,0.528945
5,2443,1907,-536,-1.43916
5,1952,1942,-10,-0.02685
5,1984,1458,-526,-1.41231
5,1501,2388,887,2.381595
5,2431,1847,-584,-1.56804
5,1888,1932,44,0.11814
5,1975,1539,-436,-1.17066
5,1583,1775,192,0.51552
5,1817,1715,-102,-0.27387
5,1758,2175,417,1.119645
5,2221,1835,-386,-1.03641
5,1877,2115,238,0.63903
5,2159,1991,-168,-0.45108
5,2032,1807,-225,-0.604125
5,1849,1944,95,0.255075
5,1985,1865,-120,-0.3222
5,1906,1733,-173,-0.464505
5,1775,1710,-65,-0.174525
5,1752,1747,-5,-0.013425
5,1789,1979,190,0.51015
5,2021,2014,-7,-0.018795
5,2057,1991,-66,-0.17721
5,2035,2382,347,0.931695
5,2424,1943,-481,-1.291485
5,1984,2191,207,0.555795
5,2235,1913,-322,-0.86457
5,1956,1790,-166,-0.44571
5,1831,1823,-8,-0.02148
5,1865,1911,46,0.12351
5,1956,1945,-11,-0.029535
5,1988,1823,-165,-0.443025
5,1868,1863,-5,-0.013425
5,1905,1735,-170,-0.45645
5,1779,1987,208,0.55848
5,2030,1863,-167,-0.448395
5,1906,2014,108,0.28998
5,2055,2000,-55,-0.147675
5,2044,1773,-271,-0.727635
5,1815,2329,514,1.38009
5,2371,2108,-263,-0.706155
5,2151,1775,-376,-1.00956
5,1816,2284,468,1.25658
5,2327,2211,-116,-0.31146
5,2253,2044,-209,-0.561165
5,2086,1711,-375,-1.006875
5,1753,2160,407,1.092795
5,2203,1879,-324,-0.86994
5,1920,1975,55,0.147675
5,2013,2166,153,0.410805
5,2207,1519,-688,-1.84728
5,1561,1807,246,0.66051
5,1849,2102,253,0.679305
5,2147,1570,-577,-1.549245
5,1613,1499,-114,-0.30609
5,1539,1835,296,0.79476
5,1875,1980,105,0.281925
5,2022,1974,-48,-0.12888
5,2016,1637,-379,-1.017615
5,1679,1879,200,0.537
5,1920,2020,100,0.2685
5,2063,1699,-364,-0.97734
5,1742,1483,-259,-0.695415
5,1526,2042,516,1.38546
5,2084,2026,-58,-0.15573
5,2068,1815,-253,-0.679305
5,1857,1853,-4,-0.01074
5,1895,1928,33,0.088605
5,1970,2170,200,0.537
5,2213,1583,-630,-1.69155
5,1626,1819,193,0.518205
5,1859,1959,100,0.2685
5,2000,1722,-278,-0.74643
5,1763,2328,565,1.517025
5,2372,1681,-691,-1.855335
5,1723,1609,-114,-0.30609
5,1651,2117,466,1.25121
5,2161,1735,-426,-1.14381
5,1777,1771,-6,-0.01611
5,1809,2062,253,0.679305
5,2107,1829,-278,-0.74643
5,1868,1915,47,0.126195
5,1960,2057,97,0.260445
5,2101,1723,-378,-1.01493
5,1765,2075,310,0.83235
5,2118,2319,201,0.539685
5,2363,1881,-482,-1.29417
5,1921,2334,413,1.108905
5,2378,2156,-222,-0.59607
5,2201,2096,-105,-0.281925
5,2139,1711,-428,-1.14918
5,1754,1855,101,0.271185
5,1897,2045,148,0.39738
5,2087,1867,-220,-0.5907
5,1908,1907,-1,-0.002685
5,1952,1631,-321,-0.861885
5,1673,1767,94,0.25239
5,1809,1703,-106,-0.28461
5,1745,2100,355,0.953175
5,2143,2239,96,0.25776
5,2284,2156,-128,-0.34368
5,2201,1835,-366,-0.98271
5,1875,1924,49,0.131565
5,1967,2001,34,0.09129
5,2043,2192,149,0.400065
5,2236,2224,-12,-0.03222
5,2270,1951,-319,-0.856515
5,1991,1923,-68,-0.18258
5,1968,1701,-267,-0.716895
5,1743,1831,88,0.23628
5,1875,2183,308,0.82698
5,2223,1739,-484,-1.29954
5,1779,1667,-112,-0.30072
5,1709,2001,292,0.78402
5,2044,1765,-279,-0.749115
5,1805,1475,-330,-0.88605
5,1518,2032,514,1.38009
5,2076,2008,-68,-0.18258
5,2047,2191,144,0.38664
5,2235,1531,-704,-1.89024
5,1571,1871,300,0.8055
5,1915,1895,-20,-0.0537
5,1944,2036,92,0.24702
5,2079,2366,287,0.770595
5,2409,1969,-440,-1.1814
5,2010,1939,-71,-0.190635
5,1981,1954,-27,-0.072495
5,1997,1605,-392,-1.05252
5,1646,2201,555,1.490175
5,2244,2112,-132,-0.35442
5,2155,1718,-437,-1.173345
5,1759,2157,398,1.06863
5,2199,1801,-398,-1.06863
5,1843,2138,295,0.792075
5,2183,1787,-396,-1.06326
5,1827,2222,395,1.060575
5,2266,1984,-282,-0.75717
5,2025,2315,290,0.77865
5,2357,1959,-398,-1.06863
5,1999,2130,131,0.351735
5,2175,1995,-180,-0.4833
5,2037,2072,35,0.093975
5,2111,1946,-165,-0.443025
5,1988,1878,-110,-0.29535
5,1920,1635,-285,-0.765225
5,1676,1661,-15,-0.040275
5,1703,1891,188,0.50478
5,1938,2186,248,0.66588
5,2231,2012,-219,-0.588015
5,2055,1829,-226,-0.60681
5,1870,2064,194,0.52089
5,2107,2404,297,0.797445
5,2446,1487,-959,-2.574915
5,1531,1675,144,0.38664
5,1718,2175,457,1.227045
5,2219,2144,-75,-0.201375
5,2187,2170,-17,-0.045645
5,2215,1721,-494,-1.32639
5,1763,1950,187,0.502095
5,1991,2022,31,0.083235
5,2063,2090,27,0.072495
5,2135,2066,-69,-0.185265
5,2111,1775,-336,-0.90216
5,1815,2004,189,0.507465
5,2047,1863,-184,-0.49404
5,1904,2152,248,0.66588
5,2196,2076,-120,-0.3222
5,2119,1885,-234,-0.62829
5,1932,1907,-25,-0.067125
5,1952,2188,236,0.63366
5,2231,1539,-692,-1.85802
5,1583,1927,344,0.92364
5,1967,1899,-68,-0.18258
5,1944,1607,-337,-0.904845
5,1649,1998,349,0.937065
5,2040,1661,-379,-1.017615
5,1703,1997,294,0.78939
5,2040,1811,-229,-0.614865
5,1851,1992,141,0.378585
5,2033,2330,297,0.797445
5,2371,1932,-439,-1.178715
5,1974,2223,249,0.668565
5,2265,1926,-339,-0.910215
5,1968,1996,28,0.07518
5,2040,1957,-83,-0.222855
5,2001,2137,136,0.36516
5,2181,1948,-233,-0.625605
5,1988,1802,-186,-0.49941
5,1845,1831,-14,-0.03759
5,1871,2325,454,1.21899
5,2367,2193,-174,-0.46719
5,2238,1853,-385,-1.033725
5,1895,1663,-232,-0.62292
5,1706,1467,-239,-0.641715
5,1509,2107,598,1.60563
5,2151,2230,79,0.212115
5,2275,1942,-333,-0.894105
5,1984,1958,-26,-0.06981
5,1999,1871,-128,-0.34368
5,1914,1739,-175,-0.469875
5,1779,1857,78,0.20943
5,1899,1879,-20,-0.0537
5,1922,2373,451,1.210935
5,2415,1815,-600,-1.611
5,1856,2063,207,0.555795
5,2107,2191,84,0.22554
5,2235,1532,-703,-1.887555
5,1575,1555,-20,-0.0537
5,1596,2203,607,1.629795
5,2247,2236,-11,-0.029535
5,2279,2208,-71,-0.190635
5,2252,2127,-125,-0.335625
5,2169,1891,-278,-0.74643
5,1936,2236,300,0.8055
5,2279,2156,-123,-0.330255
5,2199,2127,-72,-0.19332
5,2171,1679,-492,-1.32102
5,1722,1649,-73,-0.196005
5,1691,1930,239,0.641715
5,1972,1854,-118,-0.31683
5,1897,1507,-390,-1.04715
5,1547,1635,88,0.23628
5,1678,2180,502,1.34787
5,2223,2144,-79,-0.212115
5,2185,1953,-232,-0.62292
5,1993,1447,-546,-1.46601
5,1489,1881,392,1.05252
5,1923,1847,-76,-0.20406
5,1887,1755,-132,-0.35442
5,1796,1673,-123,-0.330255
5,1713,1915,202,0.54237
5,1962,2044,82,0.22017
5,2086,2214,128,0.34368
5,2255,1978,-277,-0.743745
5,2019,1689,-330,-0.88605
5,1731,1553,-178,-0.47793
5,1594,2206,612,1.64322
5,2249,2066,-183,-0.491355
5,2111,1930,-181,-0.485985
5,1973,2158,185,0.496725
5,2203,1755,-448,-1.20288
5,1797,2040,243,0.652455
5,2083,1743,-340,-0.9129
5,1787,1607,-180,-0.4833
5,1649,1727,78,0.20943
5,1769,1695,-74,-0.19869
5,1737,1923,186,0.49941
5,1968,1951,-17,-0.045645
5,1993,2175,182,0.48867
5,2218,1881,-337,-0.904845
5,1923,1958,35,0.093975
5,2001,1915,-86,-0.23091
5,1960,1998,38,0.10203
5,2043,1755,-288,-0.77328
5,1798,1727,-71,-0.190635
5,1773,1903,130,0.34905
5,1952,2085,133,0.357105
5,2130,2162,32,0.08592
5,2206,2072,-134,-0.35979
5,2117,1691,-426,-1.14381
5,1733,2024,291,0.781335
5,2065,1830,-235,-0.630975
5,1871,1595,-276,-0.74106
5,1637,2182,545,1.463325
5,2226,1827,-399,-1.071315
5,1871,1747,-124,-0.33294
5,1792,1988,196,0.52626
5,2029,1590,-439,-1.178715
5,1633,2178,545,1.463325
5,2223,2104,-119,-0.319515
5,2149,2216,67,0.179895
5,2261,1707,-554,-1.48749
5,1749,1470,-279,-0.749115
5,1511,1693,182,0.48867
5,1734,2224,490,1.31565
5,2268,1615,-653,-1.753305
5,1658,2002,344,0.92364
5,2044,2071,27,0.072495
5,2111,2247,136,0.36516
5,2293,1951,-342,-0.91827
5,1993,2080,87,0.233595
5,2125,2096,-29,-0.077865
5,2141,2167,26,0.06981
5,2212,1611,-601,-1.613685
5,1655,1895,240,0.6444
5,1940,2338,398,1.06863
5,2383,1723,-660,-1.7721
5,1764,1903,139,0.373215
5,1952,2331,379,1.017615
5,2373,1615,-758,-2.03523
5,1657,1587,-70,-0.18795
5,1629,1453,-176,-0.47256
5,1494,2047,553,1.484805
5,2094,1903,-191,-0.512835
5,1952,1509,-443,-1.189455
5,1551,2164,613,1.645905
5,2207,1711,-496,-1.33176
5,1753,1473,-280,-0.7518
5,1513,1651,138,0.37053
5,1693,2302,609,1.635165
5,2345,2065,-280,-0.7518
5,2111,2188,77,0.206745
5,2231,2097,-134,-0.35979
5,2140,1958,-182,-0.48867
5,2000,1771,-229,-0.614865
5,1811,2166,355,0.953175
5,2207,1610,-597,-1.602945
5,1651,2303,652,1.75062
5,2346,2223,-123,-0.330255
5,2265,2246,-19,-0.051015
5,2291,2066,-225,-0.604125
5,2107,2241,134,0.35979
5,2283,1739,-544,-1.46064
5,1781,2072,291,0.781335
5,2111,2147,36,0.09666
5,2191,2172,-19,-0.051015
5,2215,1507,-708,-1.90098
5,1551,1940,389,1.044465
5,1982,1851,-131,-0.351735
5,1892,1557,-335,-0.899475
5,1599,2003,404,1.08474
5,2046,1647,-399,-1.071315
5,1689,1723,34,0.09129
5,1764,1689,-75,-0.201375
5,1730,1971,241,0.647085
5,2014,2099,85,0.228225
5,2143,2018,-125,-0.335625
5,2062,2042,-20,-0.0537
5,2087,1491,-596,-1.60026
5,1536,1611,75,0.201375
5,1654,1843,189,0.507465
5,1886,1867,-19,-0.051015
5,1908,1575,-333,-0.894105
5,1618,1855,237,0.636345
5,1899,1713,-186,-0.49941
5,1756,1788,32,0.08592
5,1830,2170,340,0.9129
5,2215,1771,-444,-1.19214
5,1812,1743,-69,-0.185265
5,1786,1807,21,0.056385
5,1850,1883,33,0.088605
5,1928,2218,290,0.77865
5,2261,1975,-286,-0.76791
5,2016,1953,-63,-0.169155
5,1994,1491,-503,-1.350555
5,1533,1779,246,0.66051
5,1822,1909,87,0.233595
5,1956,2030,74,0.19869
5,2073,2003,-70,-0.18795
5,2047,2244,197,0.528945
5,2287,2316,29,0.077865
5,2361,1974,-387,-1.039095
5,2015,1831,-184,-0.49404
5,1873,1695,-178,-0.47793
5,1739,1767,28,0.07518
5,1807,1991,184,0.49404
5,2035,1971,-64,-0.17184
5,2012,1661,-351,-0.942435
5,1702,1685,-17,-0.045645
5,1727,1813,86,0.23091
5,1855,2192,337,0.904845
5,2239,2115,-124,-0.33294
5,2159,1619,-540,-1.4499
5,1659,1689,30,0.08055
5,1731,2075,344,0.92364
5,2119,1515,-604,-1.62174
5,1556,2208,652,1.75062
5,2252,1907,-345,-0.926325
5,1954,1871,-83,-0.222855
5,1912,1797,-115,-0.308775
5,1839,1827,-12,-0.03222
5,1869,1593,-276,-0.74106
5,1637,1821,184,0.49404
5,1862,1847,-15,-0.040275
5,1888,1925,37,0.099345
5,1970,1939,-31,-0.083235
5,1980,1807,-173,-0.464505
5,1850,2291,441,1.184085
5,2335,1839,-496,-1.33176
5,1882,1655,-227,-0.609495
5,1699,2244,545,1.463325
5,2287,2004,-283,-0.759855
5,2047,2335,288,0.77328
5,2377,1619,-758,-2.03523
5,1659,1749,90,0.24165
5,1793,2124,331,0.888735
5,2167,1454,-713,-1.914405
5,1498,1839,341,0.915585
5,1881,1593,-288,-0.77328
5,1635,2085,450,1.20825
5,2131,2041,-90,-0.24165
5,2083,1962,-121,-0.324885
5,2005,2302,297,0.797445
5,2346,2319,-27,-0.072495
5,2363,1926,-437,-1.173345
5,1968,1535,-433,-1.162605
5,1579,2032,453,1.216305
5,2075,2216,141,0.378585
5,2259,1934,-325,-0.872625
5,1975,1637,-338,-0.90753
5,1679,1659,-20,-0.0537
5,1701,1939,238,0.63903
5,1979,2319,340,0.9129
5,2362,1966,-396,-1.06326
5,2007,2140,133,0.357105
5,2183,1961,-222,-0.59607
5,2003,1766,-237,-0.636345
5,1807,1779,-28,-0.07518
5,1820,1897,77,0.206745
5,1944,2078,134,0.35979
5,2122,1481,-641,-1.721085
5,1523,2079,556,1.49286
5,2121,1779,-342,-0.91827
5,1822,1747,-75,-0.201375
5,1787,2404,617,1.656645
5,2447,2175,-272,-0.73032
5,2218,2046,-172,-0.46182
5,2087,2063,-24,-0.06444
5,2108,1659,-449,-1.205565
5,1702,1529,-173,-0.464505
5,1571,1976,405,1.087425
5,2020,1831,-189,-0.507465
5,1875,2061,186,0.49941
5,2104,1713,-391,-1.049835
5,1754,1631,-123,-0.330255
5,1676,1659,-17,-0.045645
5,1703,1938,235,0.630975
5,1981,2124,143,0.383955
5,2167,1719,-448,-1.20288
5,1758,1691,-67,-0.179895
5,1733,2189,456,1.22436
5,2231,1887,-344,-0.92364
5,1936,1957,21,0.056385
5,1998,2292,294,0.78939
5,2335,2000,-335,-0.899475
5,2041,1805,-236,-0.63366
5,1846,1515,-331,-0.888735
5,1557,2003,446,1.19751
5,2046,1807,-239,-0.641715
5,1850,2199,349,0.937065
5,2239,1747,-492,-1.32102
5,1788,1969,181,0.485985
5,2010,1881,-129,-0.346365
5,1928,1958,30,0.08055
5,2000,2124,124,0.33294
5,2167,1715,-452,-1.21362
5,1757,1879,122,0.32757
5,1921,2266,345,0.926325
5,2309,1717,-592,-1.58952
5,1758,1727,-31,-0.083235
5,1773,1751,-22,-0.05907
5,1794,2400,606,1.62711
5,2444,1843,-601,-1.613685
5,1887,1497,-390,-1.04715
5,1540,2042,502,1.34787
5,2083,2068,-15,-0.040275
5,2111,1723,-388,-1.04178
5,1767,1859,92,0.24702
5,1900,1575,-325,-0.872625
5,1615,1447,-168,-0.45108
5,1489,2141,652,1.75062
5,2184,1958,-226,-0.60681
5,2000,2100,100,0.2685
5,2143,2168,25,0.067125
5,2211,2127,-84,-0.22554
5,2171,2148,-23,-0.061755
5,2191,1690,-501,-1.345185
5,1733,2386,653,1.753305
5,2430,2047,-383,-1.028355
5,2090,2219,129,0.346365
5,2262,2030,-232,-0.62292
5,2072,1791,-281,-0.754485
5,1835,2388,553,1.484805
5,2430,2148,-282,-0.75717
5,2191,1749,-442,-1.18677
5,1792,1467,-325,-0.872625
5,1507,2172,665,1.785525
5,2217,2084,-133,-0.357105
5,2127,2259,132,0.35442
5,2303,2183,-120,-0.3222
5,2224,2108,-116,-0.31146
5,2151,1924,-227,-0.609495
5,1967,1739,-228,-0.61218
5,1781,2017,236,0.63366
5,2059,1523,-536,-1.43916
5,1565,1663,98,0.26313
5,1704,2106,402,1.07937
5,2148,1705,-443,-1.189455
5,1747,1519,-228,-0.61218
5,1560,1695,135,0.362475
5,1737,2136,399,1.071315
5,2175,1901,-274,-0.73569
5,1945,2248,303,0.813555
5,2291,1911,-380,-1.0203
5,1958,2198,240,0.6444
5,2239,1915,-324,-0.86994
5,1960,2102,142,0.38127
5,2143,1651,-492,-1.32102
5,1695,1995,300,0.8055
5,2035,2018,-17,-0.045645
5,2060,1838,-222,-0.59607
5,1879,1495,-384,-1.03104
5,1539,1741,202,0.54237
5,1782,1503,-279,-0.749115
5,1545,1589,44,0.11814
5,1631,2194,563,1.511655
55,2271,2098,-173,-0.464505
5,2143,1911,-232,-0.62292
5,1958,2140,182,0.48867
5,2183,2374,191,0.512835
5,2416,1663,-753,-2.021805
5,1708,1585,-123,-0.330255
5,1627,1775,148,0.39738
5,1815,2207,392,1.05252
5,2251,1871,-380,-1.0203
5,1913,1795,-118,-0.31683
5,1838,2188,350,0.93975
5,2231,1795,-436,-1.17066
5,1835,2192,357,0.958545
5,2233,1895,-338,-0.90753
5,1942,2241,299,0.802815
5,2285,1851,-434,-1.16529
5,1893,1671,-222,-0.59607
5,1714,1503,-211,-0.566535
5,1545,2047,502,1.34787
5,2091,1599,-492,-1.32102
5,1643,1785,142,0.38127
5,1827,2126,299,0.802815
5,2167,2208,41,0.110085
5,2253,2131,-122,-0.32757
5,2175,1791,-384,-1.03104
5,1833,1875,42,0.11277
5,1915,2012,97,0.260445
5,2054,1883,-171,-0.459135
5,1928,2269,341,0.915585
5,2311,1875,-436,-1.17066
5,1916,1691,-225,-0.604125
5,1735,2022,287,0.770595
5,2063,2296,233,0.625605
5,2339,1639,-700,-1.8795
5,1683,2035,352,0.94512
5,2079,1903,-176,-0.47256
5,1952,1625,-327,-0.877995
5,1666,2216,550,1.47675
5,2258,2300,42,0.11277
5,2342,2372,30,0.08055
5,2415,1931,-484,-1.29954
5,1973,2227,254,0.68199
5,2271,1629,-642,-1.72377
5,1671,1659,-12,-0.03222
5,1700,1899,199,0.534315
5,1942,1658,-284,-0.76254
5,1699,1956,257,0.690045
5,1997,1823,-174,-0.46719
5,1865,2168,303,0.813555
5,2214,1775,-439,-1.178715
5,1819,2170,351,0.942435
5,2214,1775,-439,-1.178715
5,1818,2022,204,0.54774
5,2065,1789,-276,-0.74106
5,1831,1763,-68,-0.18258
5,1804,1575,-229,-0.614865
5,1619,2020,401,1.076685
5,2063,1982,-81,-0.217485
5,2024,2222,198,0.53163
5,2265,1669,-596,-1.60026
5,1711,2121,410,1.10085
5,2163,2001,-162,-0.43497
5,2043,1499,-544,-1.46064
5,1541,1671,130,0.34905
5,1716,1490,-226,-0.60681
5,1536,2095,559,1.500915
5,2139,2178,39,0.104715
5,2221,2150,-71,-0.190635
5,2194,1869,-325,-0.872625
5,1908,2316,408,1.09548
5,2357,1763,-594,-1.59489
5,1807,1902,95,0.255075
5,1952,1879,-73,-0.196005
5,1921,2012,91,0.244335
5,2054,2044,-10,-0.02685
5,2085,1749,-336,-0.90216
5,1792,2030,238,0.63903
5,2074,1483,-591,-1.586835
5,1528,1714,186,0.49941
5,1755,1838,83,0.222855
5,1879,1563,-316,-0.84846
5,1605,2014,409,1.098165
5,2055,1630,-425,-1.141125
5,1671,1707,36,0.09666
5,1750,1954,204,0.54774
5,1995,2139,144,0.38664
5,2183,2064,-119,-0.319515
5,2105,1986,-119,-0.319515
5,2028,1705,-323,-0.867255
5,1747,1683,-64,-0.17184
5,1725,1815,90,0.24165
5,1857,1996,139,0.373215
5,2039,2189,150,0.40275
5,2231,1743,-488,-1.31028
5,1783,1771,-12,-0.03222
5,1812,1479,-333,-0.894105
5,1523,1975,452,1.21362
5,2018,1943,-75,-0.201375
5,1987,2294,307,0.824295
5,2335,1689,-646,-1.73451
5,1731,2185,454,1.21899
5,2229,1597,-632,-1.69692
5,1637,2195,558,1.49823
5,2236,2163,-73,-0.196005
5,2207,2146,-61,-0.163785
5,2190,1851,-339,-0.910215
5,1891,1727,-164,-0.44034
5,1768,1915,147,0.394695
5,1960,2303,343,0.920955
5,2347,2175,-172,-0.46182
5,2220,1466,-754,-2.02449
5,1506,1757,251,0.673935
5,1798,2351,553,1.484805
5,2395,2059,-336,-0.90216
5,2103,1723,-380,-1.0203
5,1765,2382,617,1.656645
5,2425,2144,-281,-0.754485
5,2187,1654,-533,-1.431105
5,1696,2303,607,1.629795
5,2346,2020,-326,-0.87531
5,2062,1735,-327,-0.877995
5,1777,1763,-14,-0.03759
5,1805,2000,195,0.523575
5,2043,2135,92,0.24702
5,2175,1747,-428,-1.14918
5,1792,1521,-271,-0.727635
5,1563,2390,827,2.220495
5,2431,2158,-273,-0.733005
5,2203,2024,-179,-0.480615
5,2067,1887,-180,-0.4833
5,1932,1751,-181,-0.485985
5,1793,2352,559,1.500915
5,2397,1695,-702,-1.88487
5,1740,1939,199,0.534315
5,1981,1911,-70,-0.18795
5,1956,2256,300,0.8055
5,2299,2232,-67,-0.179895
5,2275,2098,-177,-0.475245
5,2143,1485,-658,-1.76673
5,1527,2092,565,1.517025
5,2134,1799,-335,-0.899475
5,1839,1775,-64,-0.17184
5,1818,1811,-7,-0.018795
5,1852,2148,296,0.79476
5,2191,1751,-440,-1.1814
5,1793,1777,-16,-0.04296
5,1819,1799,-20,-0.0537
5,1841,1551,-290,-0.77865
5,1597,2103,506,1.35861
5,2143,1807,-336,-0.90216
5,1850,2256,406,1.09011
5,2301,2216,-85,-0.228225
5,2263,1719,-544,-1.46064
5,1761,1535,-226,-0.60681
5,1576,2240,664,1.78284
5,2283,1751,-532,-1.42842
5,1795,2097,302,0.81087
5,2141,1709,-432,-1.15992
5,1750,1527,-223,-0.598755
5,1570,1451,-119,-0.319515
5,1493,1743,250,0.67125
5,1783,1815,32,0.08592
5,1857,2206,349,0.937065
5,2250,1927,-323,-0.867255
5,1972,2164,192,0.51552
5,2207,2146,-61,-0.163785
5,2189,1791,-398,-1.06863
5,1833,1717,-116,-0.31146
5,1759,1745,-14,-0.03759
5,1787,2090,303,0.813555
5,2134,2170,36,0.09666
5,2214,1843,-371,-0.996135
5,1885,1659,-226,-0.60681
5,1701,1689,-12,-0.03222
5,1731,2126,395,1.060575
5,2169,2211,42,0.11277
5,2257,1557,-700,-1.8795
5,1599,1519,-80,-0.2148
5,1561,2071,510,1.36935
5,2111,2191,80,0.2148
5,2232,1855,-377,-1.012245
5,1895,1773,-122,-0.32757
5,1815,1637,-178,-0.47793
5,1679,1911,232,0.62292
5,1956,2090,134,0.35979
5,2131,2107,-24,-0.06444
5,2151,1493,-658,-1.76673
5,1536,2242,706,1.89561
5,2285,2208,-77,-0.206745
5,2252,1917,-335,-0.899475
5,1962,1527,-435,-1.167975
5,1571,2079,508,1.36398
5,2123,1947,-176,-0.47256
5,1988,1813,-175,-0.469875
5,1854,1942,88,0.23628
5,1983,2020,37,0.099345
5,2063,1739,-324,-0.86994
5,1780,1655,-125,-0.335625
5,1697,2102,405,1.087425
5,2143,2224,81,0.217485
5,2267,1667,-600,-1.611
5,1711,1999,288,0.77328
5,2042,2188,146,0.39201
5,2231,2056,-175,-0.469875
5,2102,1871,-231,-0.620235
5,1913,1475,-438,-1.17603
5,1515,2232,717,1.925145
5,2275,1741,-534,-1.43379
5,1782,1709,-73,-0.196005
5,1750,1735,-15,-0.040275
5,1775,2175,400,1.074
5,2219,2364,145,0.389325
5,2407,2234,-173,-0.464505
5,2279,1579,-700,-1.8795
5,1623,2024,401,1.076685
5,2068,2253,185,0.496725
5,2298,1915,-383,-1.028355
