pwmcount, residuebefore, residueafter,diff,scaling
5,1740,1631,-109,-0.292665
5,1677,1879,202,0.54237
5,1921,2171,250,0.67125
5,2215,1785,-430,-1.15455
5,1827,2194,367,0.985395
5,2238,1707,-531,-1.425735
5,1748,2058,310,0.83235
5,2102,1827,-275,-0.738375
5,1870,1815,-55,-0.147675
5,1855,1851,-4,-0.01074
5,1893,1678,-215,-0.577275
5,1720,1763,43,0.115455
5,1804,1911,107,0.287295
5,1956,1839,-117,-0.314145
5,1881,2084,203,0.545055
5,2127,2068,-59,-0.158415
5,2111,1946,-165,-0.443025
5,1989,1511,-478,-1.28343
5,1551,1547,-4,-0.01074
5,1589,1950,361,0.969285
5,1992,1719,-273,-0.733005
5,1759,2180,421,1.130385
5,2223,1741,-482,-1.29417
5,1784,2150,366,0.98271
5,2195,2234,39,0.104715
5,2279,1787,-492,-1.32102
5,1827,2027,200,0.537
5,2070,2178,108,0.28998
5,2223,1787,-436,-1.17066
5,1830,1661,-169,-0.453765
5,1704,2268,564,1.51434
5,2311,2146,-165,-0.443025
5,2190,1657,-533,-1.431105
5,1699,1735,36,0.09666
5,1777,2190,413,1.108905
5,2234,1499,-735,-1.973475
5,1541,1894,353,0.947805
5,1940,2036,96,0.25776
5,2078,1851,-227,-0.609495
5,1891,2204,313,0.840405
5,2249,1823,-426,-1.14381
5,1865,2059,194,0.52089
5,2103,2140,37,0.099345
5,2185,1807,-378,-1.01493
5,1849,1741,-108,-0.28998
5,1782,1729,-53,-0.142305
5,1771,1607,-164,-0.44034
5,1648,2159,511,1.372035
5,2202,2035,-167,-0.448395
5,2079,1711,-368,-0.98808
5,1754,2168,414,1.11159
5,2211,1575,-636,-1.70766
5,1619,1863,244,0.65514
5,1907,2060,153,0.410805
5,2104,1671,-433,-1.162605
5,1714,2078,364,0.97734
5,2122,1847,-275,-0.738375
5,1888,2032,144,0.38664
5,2077,1915,-162,-0.43497
5,1960,2163,203,0.545055
5,2206,2090,-116,-0.31146
5,2134,2085,-49,-0.131565
5,2127,2178,51,0.136935
5,2221,2063,-158,-0.42423
5,2106,2210,104,0.27924
5,2254,1719,-535,-1.436475
5,1761,2182,421,1.130385
5,2225,1477,-748,-2.00838
5,1520,2248,728,1.95468
5,2290,1555,-735,-1.973475
5,1596,2106,510,1.36935
5,2151,1767,-384,-1.03104
5,1811,2070,259,0.695415
5,2111,2249,138,0.37053
5,2293,1707,-586,-1.57341
5,1751,2114,363,0.974655
5,2158,2307,149,0.400065
5,2351,1499,-852,-2.28762
5,1541,2368,827,2.220495
5,2411,1935,-476,-1.27806
5,1976,1759,-217,-0.582645
5,1799,1999,200,0.537
5,2042,1619,-423,-1.135755
5,1662,1853,191,0.512835
5,1895,1843,-52,-0.13962
5,1885,2034,149,0.400065
5,2075,2012,-63,-0.169155
5,2054,2044,-10,-0.02685
5,2087,2334,247,0.663195
5,2377,1837,-540,-1.4499
5,1877,2136,259,0.695415
5,2175,1755,-420,-1.1277
5,1793,1687,-106,-0.28461
5,1729,1659,-70,-0.18795
5,1702,2169,467,1.253895
5,2213,1478,-735,-1.973475
5,1519,2187,668,1.79358
5,2231,1853,-378,-1.01493
5,1895,2092,197,0.528945
5,2135,1715,-420,-1.1277
5,1758,1966,208,0.55848
5,2009,1578,-431,-1.157235
5,1619,2130,511,1.372035
5,2174,1964,-210,-0.56385
5,2006,1579,-427,-1.146495
5,1622,1932,310,0.83235
5,1973,1551,-422,-1.13307
5,1593,1956,363,0.974655
5,1997,1723,-274,-0.73569
5,1764,1807,43,0.115455
5,1848,1996,148,0.39738
5,2040,1928,-112,-0.30072
5,1970,2211,241,0.647085
5,2255,1507,-748,-2.00838
5,1551,2168,617,1.656645
5,2213,1575,-638,-1.71303
5,1615,1862,247,0.663195
5,1903,1575,-328,-0.88068
5,1617,1869,252,0.67662
5,1911,2012,101,0.271185
5,2055,2152,97,0.260445
5,2196,2127,-69,-0.185265
5,2171,2062,-109,-0.292665
5,2103,1719,-384,-1.03104
5,1763,2013,250,0.67125
5,2055,1727,-328,-0.88068
5,1771,1505,-266,-0.71421
5,1546,1581,35,0.093975
5,1622,1663,41,0.110085
5,1705,1902,197,0.528945
5,1946,1671,-275,-0.738375
5,1712,2135,423,1.135755
5,2175,2175,0,0
5,2219,1631,-588,-1.57878
5,1671,1763,92,0.24702
5,1803,1695,-108,-0.28998
5,1737,2099,362,0.97197
5,2143,2017,-126,-0.33831
5,2059,1519,-540,-1.4499
5,1562,1972,410,1.10085
5,2013,2008,-5,-0.013425
5,2047,1875,-172,-0.46182
5,1920,1707,-213,-0.571905
5,1747,2098,351,0.942435
5,2140,2131,-9,-0.024165
5,2175,1486,-689,-1.849965
5,1528,1984,456,1.22436
5,2025,2223,198,0.53163
5,2266,2204,-62,-0.16647
5,2247,1977,-270,-0.72495
5,2019,1849,-170,-0.45645
5,1891,1571,-320,-0.8592
5,1615,1815,200,0.537
5,1857,2052,195,0.523575
5,2094,1974,-120,-0.3222
5,2015,1797,-218,-0.58533
5,1839,2303,464,1.24584
5,2346,2237,-109,-0.292665
5,2279,1968,-311,-0.835035
5,2010,1471,-539,-1.447215
5,1514,2076,562,1.50897
5,2119,2111,-8,-0.02148
5,2155,1783,-372,-0.99882
5,1825,1983,158,0.42423
5,2024,1754,-270,-0.72495
5,1797,2261,464,1.24584
5,2303,1668,-635,-1.704975
5,1708,1915,207,0.555795
55,2311,1671,-640,-1.7184
5,1715,2014,299,0.802815
5,2056,2100,44,0.11814
5,2143,1970,-173,-0.464505
5,2013,1523,-490,-1.31565
5,1567,1977,410,1.10085
5,2019,2115,96,0.25776
5,2156,1475,-681,-1.828485
5,1517,2026,509,1.366665
5,2069,1751,-318,-0.85383
5,1792,2160,368,0.98808
5,2203,2132,-71,-0.190635
5,2175,2010,-165,-0.443025
5,2054,1944,-110,-0.29535
5,1987,1770,-217,-0.582645
5,1811,1903,92,0.24702
5,1952,1723,-229,-0.614865
5,1766,1919,153,0.410805
5,1968,2173,205,0.550425
5,2218,1639,-579,-1.554615
5,1679,2040,361,0.969285
5,2083,1547,-536,-1.43916
5,1590,2215,625,1.678125
5,2255,1779,-476,-1.27806
5,1819,1969,150,0.40275
5,2011,1483,-528,-1.41768
5,1523,2074,551,1.479435
5,2117,1791,-326,-0.87531
5,1831,1930,99,0.265815
5,1973,1693,-280,-0.7518
5,1735,1835,100,0.2685
5,1877,2080,203,0.545055
5,2125,2267,142,0.38127
5,2311,1613,-698,-1.87413
5,1655,2376,721,1.935885
5,2419,1839,-580,-1.5573
5,1883,2146,263,0.706155
5,2190,1867,-323,-0.867255
5,1908,2054,146,0.39201
5,2097,2085,-12,-0.03222
5,2127,2014,-113,-0.303405
5,2057,1949,-108,-0.28998
5,1990,2243,253,0.679305
5,2287,1543,-744,-1.99764
5,1583,2192,609,1.635165
5,2236,1539,-697,-1.871445
5,1581,1823,242,0.64977
5,1867,1701,-166,-0.44571
5,1741,1843,102,0.27387
5,1887,1879,-8,-0.02148
5,1920,1799,-121,-0.324885
5,1843,1471,-372,-0.99882
5,1511,2391,880,2.3628
5,2431,2283,-148,-0.39738
5,2326,2105,-221,-0.593385
5,2150,2184,34,0.09129
5,2229,1954,-275,-0.738375
5,1996,1723,-273,-0.733005
5,1764,1956,192,0.51552
5,1999,1619,-380,-1.0203
5,1662,1803,141,0.378585
5,1846,1990,144,0.38664
5,2031,2082,51,0.136935
5,2125,1911,-214,-0.57459
5,1956,1851,-105,-0.281925
5,1893,1635,-258,-0.69273
5,1678,1731,53,0.142305
5,1773,1503,-270,-0.72495
5,1545,2218,673,1.807005
5,2263,2206,-57,-0.153045
5,2247,1505,-742,-1.99227
5,1551,1583,32,0.08592
5,1627,1984,357,0.958545
5,2024,1695,-329,-0.883365
5,1739,1583,-156,-0.41886
5,1626,1515,-111,-0.298035
5,1558,2233,675,1.812375
5,2278,1695,-583,-1.565355
5,1735,1777,42,0.11277
5,1819,1706,-113,-0.303405
5,1750,2098,348,0.93438
5,2143,1881,-262,-0.70347
5,1921,2079,158,0.42423
5,2122,1954,-168,-0.45108
5,1997,1775,-222,-0.59607
5,1817,1705,-112,-0.30072
5,1745,1727,-18,-0.04833
5,1770,2077,307,0.824295
5,2121,1591,-530,-1.42305
5,1633,2152,519,1.393515
5,2199,1928,-271,-0.727635
5,1970,1659,-311,-0.835035
5,1700,1651,-49,-0.131565
5,1694,1795,101,0.271185
5,1837,1727,-110,-0.29535
5,1769,2028,259,0.695415
5,2070,1745,-325,-0.872625
5,1787,1527,-260,-0.6981
5,1571,1985,414,1.11159
5,2028,2282,254,0.68199
5,2325,2214,-111,-0.298035
5,2255,2248,-7,-0.018795
5,2291,1607,-684,-1.83654
5,1649,1639,-10,-0.02685
5,1681,1779,98,0.26313
5,1821,2240,419,1.125015
5,2284,1554,-730,-1.96005
5,1596,1599,3,0.008055
5,1641,1733,92,0.24702
5,1772,2134,362,0.97197
5,2175,1547,-628,-1.68618
5,1588,1747,159,0.426915
5,1789,1997,208,0.55848
5,2041,1521,-520,-1.3962
5,1563,1615,52,0.13962
5,1655,1755,100,0.2685
5,1797,1950,153,0.410805
5,1991,2188,197,0.528945
5,2233,1803,-430,-1.15455
5,1843,1737,-106,-0.28461
5,1777,1923,146,0.39201
5,1968,1683,-285,-0.765225
5,1726,1765,39,0.104715
5,1807,1545,-262,-0.70347
5,1585,2163,578,1.55193
5,2207,1986,-221,-0.593385
5,2028,1643,-385,-1.033725
5,1685,1727,42,0.11277
5,1768,2283,515,1.382775
5,2327,2108,-219,-0.588015
5,2151,1673,-478,-1.28343
5,1715,1661,-54,-0.14499
5,1703,2217,514,1.38009
5,2262,2154,-108,-0.28998
5,2199,2191,-8,-0.02148
5,2234,2124,-110,-0.29535
5,2169,1795,-374,-1.00419
5,1834,2193,359,0.963915
5,2236,1803,-433,-1.162605
5,1844,1471,-373,-1.001505
5,1514,1715,201,0.539685
5,1757,1952,195,0.523575
5,1994,2144,150,0.40275
5,2187,1663,-524,-1.40694
5,1707,1971,264,0.70884
5,2012,1841,-171,-0.459135
5,1883,1767,-116,-0.31146
5,1811,1593,-218,-0.58533
5,1635,1677,42,0.11277
5,1719,2243,524,1.40694
5,2286,1905,-381,-1.022985
5,1952,1679,-273,-0.733005
5,1721,1972,251,0.673935
5,2014,1843,-171,-0.459135
5,1884,1939,55,0.147675
5,1982,1711,-271,-0.727635
5,1754,2177,423,1.135755
5,2223,2058,-165,-0.443025
5,2103,1685,-418,-1.12233
5,1727,1879,152,0.40812
5,1920,1666,-254,-0.68199
5,1709,1597,-112,-0.30072
5,1639,1471,-168,-0.45108
5,1515,2191,676,1.81506
5,2233,2175,-58,-0.15573
5,2219,1631,-588,-1.57878
5,1674,2040,366,0.98271
5,2083,2029,-54,-0.14499
5,2072,2022,-50,-0.13425
5,2065,2218,153,0.410805
5,2261,1773,-488,-1.31028
5,1815,1445,-370,-0.99345
5,1489,1887,398,1.06863
5,1936,1655,-281,-0.754485
5,1701,2374,673,1.807005
5,2417,2096,-321,-0.861885
5,2141,1663,-478,-1.28343
5,1703,1494,-209,-0.561165
5,1536,2166,630,1.69155
5,2211,1887,-324,-0.86994
5,1932,1978,46,0.12351
5,2019,1855,-164,-0.44034
5,1901,1879,-22,-0.05907
5,1920,1659,-261,-0.700785
5,1700,2168,468,1.25658
5,2213,1984,-229,-0.614865
5,2027,2181,154,0.41349
5,2223,2164,-59,-0.158415
5,2207,1667,-540,-1.4499
5,1709,2173,464,1.24584
5,2215,1940,-275,-0.738375
5,1983,1871,-112,-0.30072
5,1913,1851,-62,-0.16647
5,1892,2204,312,0.83772
5,2247,1914,-333,-0.894105
5,1960,2047,87,0.233595
5,2094,1930,-164,-0.44034
5,1972,1699,-273,-0.733005
5,1739,2056,317,0.851145
5,2101,2042,-59,-0.158415
5,2083,1815,-268,-0.71958
5,1857,2266,409,1.098165
5,2309,1994,-315,-0.845775
5,2039,2073,34,0.09129
5,2119,1493,-626,-1.68081
5,1536,1679,143,0.383955
5,1721,1976,255,0.684675
5,2017,1695,-322,-0.86457
5,1735,2197,462,1.24047
5,2239,1847,-392,-1.05252
5,1888,1675,-213,-0.571905
5,1718,1960,242,0.64977
5,2000,1883,-117,-0.314145
5,1928,1651,-277,-0.743745
5,1691,1958,267,0.716895
5,1999,2096,97,0.260445
5,2140,1811,-329,-0.883365
5,1851,1958,107,0.287295
5,1998,2152,154,0.41349
5,2197,1557,-640,-1.7184
5,1599,1749,150,0.40275
5,1792,2303,511,1.372035
5,2350,1827,-523,-1.404255
5,1866,2130,264,0.70884
5,2173,1749,-424,-1.13844
5,1792,2200,408,1.09548
5,2241,1607,-634,-1.70229
5,1649,2109,460,1.2351
5,2151,1994,-157,-0.421545
5,2038,1453,-585,-1.570725
5,1497,1529,32,0.08592
5,1572,1779,207,0.555795
5,1821,1651,-170,-0.45645
5,1695,1747,52,0.13962
5,1792,1933,141,0.378585
5,1973,2068,95,0.255075
5,2111,1948,-163,-0.437655
5,1989,1609,-380,-1.0203
5,1651,2062,411,1.103535
5,2105,2047,-58,-0.15573
5,2089,1444,-645,-1.731825
5,1487,1737,250,0.67125
5,1779,1815,36,0.09666
5,1856,2115,259,0.695415
5,2158,1683,-475,-1.275375
5,1723,1932,209,0.561165
5,1975,1653,-322,-0.86457
5,1695,1903,208,0.55848
5,1952,1992,40,0.1074
5,2034,1930,-104,-0.27924
5,1973,1599,-374,-1.00419
5,1641,2099,458,1.22973
5,2142,1976,-166,-0.44571
5,2018,1901,-117,-0.314145
5,1948,1887,-61,-0.163785
5,1932,1547,-385,-1.033725
5,1590,2160,570,1.53045
5,2206,1731,-475,-1.275375
5,1773,1725,-48,-0.12888
5,1767,1557,-210,-0.56385
5,1598,1948,350,0.93975
5,1991,2141,150,0.40275
5,2184,1651,-533,-1.431105
5,1695,1839,144,0.38664
5,1883,2187,304,0.81624
5,2232,1535,-697,-1.871445
5,1575,2247,672,1.80432
5,2291,2078,-213,-0.571905
5,2123,1687,-436,-1.17066
5,1729,1727,-2,-0.00537
5,1769,1707,-62,-0.16647
5,1748,2218,470,1.26195
5,2261,1845,-416,-1.11696
5,1887,1871,-16,-0.04296
5,1915,2014,99,0.265815
5,2055,2056,1,0.002685
5,2099,2298,199,0.534315
5,2341,2018,-323,-0.867255
5,2062,1531,-531,-1.425735
5,1571,2142,571,1.533135
5,2186,1699,-487,-1.307595
5,1741,1989,248,0.66588
5,2031,2337,306,0.82161
5,2382,1703,-679,-1.823115
5,1743,1845,102,0.27387
5,1887,2140,253,0.679305
5,2183,2120,-63,-0.169155
5,2166,2098,-68,-0.18258
5,2141,1759,-382,-1.02567
5,1803,1847,44,0.11814
5,1889,2195,306,0.82161
5,2239,2332,93,0.249705
5,2375,1996,-379,-1.017615
5,2038,1455,-583,-1.565355
5,1495,1755,260,0.6981
5,1793,1467,-326,-0.87531
5,1510,1960,450,1.20825
5,2004,2198,194,0.52089
5,2241,2335,94,0.25239
5,2379,2162,-217,-0.582645
5,2206,1879,-327,-0.877995
5,1921,1903,-18,-0.04833
5,1948,1678,-270,-0.72495
5,1720,2340,620,1.6647
5,2382,2219,-163,-0.437655
5,2262,1988,-274,-0.73569
5,2028,1968,-60,-0.1611
5,2009,1543,-466,-1.25121
5,1586,1727,141,0.378585
5,1769,1643,-126,-0.33831
5,1683,1726,43,0.115455
5,1767,1767,0,0
5,1809,1487,-322,-0.86457
5,1530,2045,515,1.382775
5,2087,1977,-110,-0.29535
5,2017,1493,-524,-1.40694
5,1537,1739,202,0.54237
5,1779,1449,-330,-0.88605
5,1491,1901,410,1.10085
5,1944,2244,300,0.8055
5,2287,2224,-63,-0.169155
5,2268,2218,-50,-0.13425
5,2263,1992,-271,-0.727635
5,2036,1976,-60,-0.1611
5,2019,2021,2,0.00537
5,2063,2099,36,0.09666
5,2143,2344,201,0.539685
5,2389,2222,-167,-0.448395
5,2264,1621,-643,-1.726455
5,1664,2323,659,1.769415
5,2367,2148,-219,-0.588015
5,2193,1811,-382,-1.02567
5,1853,1847,-6,-0.01611
5,1889,2144,255,0.684675
5,2188,1551,-637,-1.710345
5,1595,2363,768,2.06208
5,2407,2134,-273,-0.733005
5,2175,1917,-258,-0.69273
5,1962,2232,270,0.72495
5,2274,1743,-531,-1.425735
5,1787,2303,516,1.38546
5,2349,2241,-108,-0.28998
5,2285,1966,-319,-0.856515
5,2010,2157,147,0.394695
5,2201,1879,-322,-0.86457
5,1920,1759,-161,-0.432285
5,1803,1692,-111,-0.298035
5,1734,1952,218,0.58533
5,1994,1944,-50,-0.13425
5,1987,1931,-56,-0.15036
5,1974,1855,-119,-0.319515
5,1895,1983,88,0.23628
5,2024,1651,-373,-1.001505
5,1693,2104,411,1.103535
5,2147,2038,-109,-0.292665
5,2079,1813,-266,-0.71421
5,1855,1956,101,0.271185
5,1997,1932,-65,-0.174525
5,1974,1807,-167,-0.448395
5,1849,1835,-14,-0.03759
5,1877,1861,-16,-0.04296
5,1902,2194,292,0.78402
5,2237,2109,-128,-0.34368
5,2155,1823,-332,-0.89142
5,1866,2067,201,0.539685
5,2109,1683,-426,-1.14381
5,1724,2039,315,0.845775
5,2079,1919,-160,-0.4296
5,1964,1678,-286,-0.76791
5,1720,1979,259,0.695415
5,2018,2316,298,0.80013
5,2359,1465,-894,-2.40039
5,1506,2384,878,2.35743
5,2427,1891,-536,-1.43916
5,1936,1972,36,0.09666
5,2012,2000,-12,-0.03222
5,2045,2079,34,0.09129
5,2123,2061,-62,-0.16647
5,2106,1875,-231,-0.620235
5,1916,2210,294,0.78939
5,2255,2085,-170,-0.45645
5,2129,1479,-650,-1.74525
5,1525,1883,358,0.96123
5,1928,2180,252,0.67662
5,2223,1735,-488,-1.31028
5,1778,1938,160,0.4296
5,1983,2230,247,0.663195
5,2271,1847,-424,-1.13844
5,1888,1783,-105,-0.281925
5,1825,1555,-270,-0.72495
5,1598,1685,87,0.233595
5,1728,1815,87,0.233595
5,1857,1952,95,0.255075
5,1996,1934,-62,-0.16647
5,1977,1493,-484,-1.29954
5,1536,2314,778,2.08893
5,2358,2036,-322,-0.86457
5,2078,1597,-481,-1.291485
5,1639,1538,-101,-0.271185
5,1579,2192,613,1.645905
5,2236,1543,-693,-1.860705
5,1585,2047,462,1.24047
5,2092,1871,-221,-0.593385
5,1913,2013,100,0.2685
5,2055,1797,-258,-0.69273
5,1839,2303,464,1.24584
5,2345,1759,-586,-1.57341
5,1803,1839,36,0.09666
5,1880,1867,-13,-0.034905
5,1907,1849,-58,-0.15573
5,1891,2394,503,1.350555
5,2437,1899,-538,-1.44453
5,1944,1823,-121,-0.324885
5,1868,2120,252,0.67662
5,2165,1789,-376,-1.00956
5,1831,1976,145,0.389325
5,2017,2056,39,0.104715
5,2101,1871,-230,-0.61755
5,1915,2110,195,0.523575
5,2154,2204,50,0.13425
5,2247,1445,-802,-2.15337
5,1488,2163,675,1.812375
5,2206,2140,-66,-0.17721
5,2185,1849,-336,-0.90216
5,1890,2246,356,0.95586
5,2291,1910,-381,-1.022985
5,1956,1941,-15,-0.040275
5,1983,1919,-64,-0.17184
5,1968,1691,-277,-0.743745
5,1733,1667,-66,-0.17721
5,1711,1587,-124,-0.33294
5,1629,1457,-172,-0.46182
5,1499,1537,38,0.10203
5,1579,2084,505,1.355925
5,2127,2060,-67,-0.179895
5,2105,1463,-642,-1.72377
5,1507,2320,813,2.182905
5,2365,1611,-754,-2.02449
5,1654,2367,713,1.914405
5,2411,2034,-377,-1.012245
5,2077,1695,-382,-1.02567
5,1738,1934,196,0.52626
5,1975,2269,294,0.78939
5,2313,1671,-642,-1.72377
5,1712,2010,298,0.80013
5,2047,1719,-328,-0.88068
5,1759,1539,-220,-0.5907
5,1583,1523,-60,-0.1611
5,1564,1663,99,0.265815
5,1708,2060,352,0.94512
5,2104,1935,-169,-0.453765
5,1977,2122,145,0.389325
5,2165,2211,46,0.12351
5,2254,2132,-122,-0.32757
5,2172,2052,-120,-0.3222
5,2095,2183,88,0.23628
5,2227,1948,-279,-0.749115
5,1991,1459,-532,-1.42842
5,1503,1551,48,0.12888
5,1593,1743,150,0.40275
5,1783,1775,-8,-0.02148
5,1816,1703,-113,-0.303405
5,1747,1470,-277,-0.743745
5,1512,2028,516,1.38546
5,2071,1847,-224,-0.60144
5,1889,2139,250,0.67125
5,2183,1803,-380,-1.0203
5,1843,2200,357,0.958545
5,2242,2187,-55,-0.147675
5,2231,1487,-744,-1.99764
5,1531,2350,819,2.199015
5,2393,2058,-335,-0.899475
5,2101,1465,-636,-1.70766
5,1508,2286,778,2.08893
5,2330,1957,-373,-1.001505
5,1998,2034,36,0.09666
5,2077,1999,-78,-0.20943
5,2040,1775,-265,-0.711525
5,1818,2071,253,0.679305
5,2115,1687,-428,-1.14918
5,1728,1775,47,0.126195
5,1819,1498,-321,-0.861885
5,1540,1883,343,0.920955
5,1929,2384,455,1.221675
5,2428,1996,-432,-1.15992
5,2039,2035,-4,-0.01074
5,2079,2105,26,0.06981
5,2148,1503,-645,-1.731825
5,1547,1843,296,0.79476
5,1884,2034,150,0.40275
5,2076,1795,-281,-0.754485
5,1837,2086,249,0.668565
5,2127,1747,-380,-1.0203
5,1789,2032,243,0.652455
5,2075,1966,-109,-0.292665
5,2007,2055,48,0.12888
5,2097,1445,-652,-1.75062
5,1487,1885,398,1.06863
5,1930,1805,-125,-0.335625
5,1848,1835,-13,-0.034905
5,1875,2126,251,0.673935
5,2171,2047,-124,-0.33294
5,2094,2030,-64,-0.17184
5,2072,1743,-329,-0.883365
5,1787,1875,88,0.23628
5,1920,2122,202,0.54237
5,2163,1936,-227,
5,1980,1953,-27,
5,1995,1819,-176,
5,1859,1591,-268,
5,1635,2145,510,
5,2190,1903,-287,
5,1948,1829,-119,
5,1869,1911,42,
5,1954,1727,-227,
5,1770,1817,47,
5,1856,1471,-385,
5,1517,1771,254,
5,1811,2332,521,
5,2374,1847,-527,
5,1888,1726,-162,
5,1766,1661,-105,
5,1702,1743,41,
5,1787,2248,461,
5,2289,2340,51,
5,2382,2216,-166,
5,2259,1998,-261,
5,2040,1936,-104,
5,1979,1811,-168,
55,1956,2220,264,
5,2264,1934,-330,
5,1975,2023,48,
5,2065,1751,-314,
5,1794,1996,202,
5,2039,2133,94,
5,2175,1897,-278,
5,1944,2084,140,
5,2127,2025,-102,
5,2066,2370,304,
5,2413,2247,-166,
5,2291,1914,-377,
5,1960,1952,-8,
5,1994,1942,-52,
5,1983,2182,199,
5,2225,2264,39,
5,2303,1927,-376,
5,1970,1485,-485,
5,1528,1571,43,
5,1613,1565,-48,
5,1607,1978,371,
5,2019,1495,-524,
5,1538,1637,99,
5,1679,1567,-112,
5,1611,2134,523,
5,2175,2064,-111,
5,2109,1999,-110,
5,2042,1619,-423,
5,1661,2383,722,
5,2428,2161,-267,
5,2205,1938,-267,
5,1980,1871,-109,
5,1911,2211,300,
5,2254,2031,-223,
5,2073,1854,-219,
5,1893,1573,-320,
5,1615,2123,508,
5,2167,1683,-484,
5,1726,2243,517,
5,2286,2224,-62,
5,2267,2206,-61,
5,2248,1984,-264,
5,2027,1903,-124,
5,1952,1881,-71,
5,1921,2338,417,
5,2379,1843,-536,
5,1885,2244,359,
5,2287,2114,-173,
5,2159,1996,-163,
5,2038,1987,-51,
5,2031,1557,-474,
5,1599,2121,522,
5,2166,1734,-432,
5,1776,2032,256,
5,2076,2114,38,
5,2159,1779,-380,
5,1820,1911,91,
5,1956,2107,151,
5,2151,2090,-61,
5,2135,2290,155,
5,2333,1959,-374,
5,2000,1893,-107,
5,1936,1839,-97,
5,1880,2194,314,
5,2237,2182,-55,
5,2227,1643,-584,
5,1686,1839,153,
5,1881,1671,-210,
5,1715,2127,412,
5,2170,1795,-375,
5,1837,1673,-164,
5,1715,2183,468,
5,2226,1911,-315,
5,1960,1791,-169,
5,1832,1718,-114,
5,1759,2111,352,
5,2154,2140,-14,
5,2183,2379,196,
5,2422,1887,-535,
5,1932,1926,-6,
5,1967,2007,40,
5,2047,1727,-320,
5,1769,2175,406,
5,2220,1479,-741,
5,1524,1822,298,
5,1864,1551,-313,
5,1593,1693,100,
5,1735,1887,152,
5,1932,1871,-61,
5,1913,1851,-62,
5,1891,1687,-204,
5,1730,2148,418,
5,2191,1663,-528,
5,1703,1707,4,
5,1749,1952,203,
5,1994,1523,-471,
5,1563,2072,509,
5,2118,1537,-581,
5,1579,1835,256,
5,1876,2342,466,
5,2383,1853,-530,
5,1895,1779,-116,
5,1821,1451,-370,
5,1493,2165,672,
5,2207,1829,-378,
5,1870,2187,317,
5,2229,1965,-264,
5,2007,2056,49,
5,2102,1940,-162,
5,1983,1855,-128,
5,1897,1938,41,
5,1981,1815,-166,
5,1857,2175,318,
5,2221,1891,-330,
5,1937,2139,202,
5,2182,2063,-119,
5,2108,2042,-66,
5,2085,1980,-105,
5,2023,1911,-112,
5,1956,2058,102,
5,2101,2044,-57,
5,2085,2024,-61,
5,2067,2164,97,
5,2207,2096,-111,
5,2140,2182,42,
5,2225,2164,-61,
5,2207,2144,-63,
5,2188,1539,-649,
5,1581,2256,675,
5,2299,1915,-384,
5,1962,1527,-435,
5,1569,1674,105,
5,1713,1972,259,
5,2016,2012,-4,
5,2055,1479,-576,
5,1522,1675,153,
5,1719,1723,4,
5,1764,2387,623,
5,2430,2006,-424,
5,2047,2094,47,
5,2137,2024,-113,
5,2066,1691,-375,
5,1733,1987,254,
5,2029,1751,-278,
5,1793,2258,465,
5,2301,1659,-642,
5,1703,2063,360,
5,2107,2198,91,
5,2242,2079,-163,
5,2123,2112,-11,
5,2156,1773,-383,
5,1815,1501,-314,
5,1544,1541,-3,
5,1582,2160,578,
5,2204,2296,92,
5,2335,2167,-168,
5,2211,1471,-740,
5,1513,1765,252,
5,1807,1959,152,
5,2001,1839,-162,
5,1881,2136,255,
5,2175,1799,-376,
5,1841,1940,99,
5,1983,2032,49,
5,2075,2117,42,
5,2161,2092,-69,
5,2137,1807,-330,
5,1852,2004,152,
5,2047,1517,-530,
5,1559,2175,616,
5,2219,1843,-376,
5,1884,2148,264,
5,2191,1563,-628,
5,1606,1971,365,
5,2012,2208,196,
5,2251,2358,107,
5,2399,1980,-419,
5,2021,1491,-530,
5,1532,2088,556,
5,2133,1807,-326,
5,1847,2160,313,
5,2205,1989,-216,
5,2031,1875,-156,
5,1917,1753,-164,
5,1792,1523,-269,
5,1565,1498,-67,
5,1539,2002,463,
5,2047,2182,135,
5,2225,1965,-260,
5,2007,1483,-524,
5,1526,1631,105,
5,1675,2237,562,
5,2281,1791,-490,
5,1834,1675,-159,
5,1717,1919,202,
5,1964,2157,193,
5,2201,1565,-636,
5,1607,2020,413,
5,2062,1477,-585,
5,1520,2200,680,
5,2243,2229,-14,
5,2272,2104,-168,
5,2147,1867,-280,
5,1910,1699,-211,
5,1743,1623,-120,
5,1666,1871,205,
5,1911,1853,-58,
5,1895,1629,-266,
5,1671,2240,569,
5,2283,2170,-113,
5,2211,1775,-436,
5,1817,2111,294,
5,2156,1936,-220,
5,1980,1861,-119,
5,1903,2112,209,
5,2155,1871,-284,
5,1915,1647,-268,
5,1691,1677,-14,
5,1720,2228,508,
5,2271,1791,-480,
5,1831,2300,469,
5,2342,1961,-381,
5,2003,1735,-268,
5,1777,2140,363,
5,2183,1747,-436,
5,1792,1735,-57,
5,1779,1763,-16,
5,1805,2167,362,
5,2211,2150,-61,
5,2195,2183,-12,
5,2227,2002,-225,
5,2046,1563,-483,
5,1605,1911,306,
5,1960,1944,-16,
5,1987,2017,30,
5,2060,1469,-591,
5,1511,1657,146,
5,1698,1956,258,
5,1998,1821,-177,
5,1863,2316,453,
5,2358,2200,-158,
5,2239,1493,-746,
5,1536,1679,143,
5,1723,1723,0,
5,1763,1863,100,
5,1907,2104,197,
