pwmcount, residuebefore, residueafter,diff,voltbefore,voltafter,voltdiff 
5,1915,1845,70,1.543,1.486,0.056
5,2217,2037,180,1.786,1.641,0.145
5,1938,1734,204,1.561,1.397,0.164
5,1998,1931,67,1.610,1.556,0.054
5,1999,2177,-178,1.610,1.754,-0.143
5,2137,1877,260,1.722,1.512,0.209
5,1621,1665,-44,1.306,1.341,-0.035
5,2144,1623,521,1.727,1.307,0.420
5,2394,1503,891,1.929,1.211,0.718
5,1869,1685,184,1.506,1.357,0.148
5,2157,1532,625,1.738,1.234,0.503
5,1906,1795,111,1.535,1.446,0.089
5,1750,2025,-275,1.410,1.631,-0.222
5,1994,1883,111,1.606,1.517,0.089
5,1725,1567,158,1.390,1.262,0.127
5,2078,2060,18,1.674,1.660,0.015
5,2072,2161,-89,1.669,1.741,-0.072
5,1553,1992,-439,1.251,1.605,-0.354
5,2222,1740,482,1.790,1.402,0.388
5,1641,2030,-389,1.322,1.635,-0.313
5,2362,2118,244,1.903,1.706,0.197
5,1572,1661,-89,1.266,1.338,-0.072
5,2140,1661,479,1.724,1.338,0.386
5,1762,2040,-278,1.419,1.643,-0.224
5,1747,1890,-143,1.407,1.523,-0.115
5,1627,2073,-446,1.311,1.670,-0.359
5,2142,1716,426,1.726,1.382,0.343
5,1921,2149,-228,1.548,1.731,-0.184
5,1806,1838,-32,1.455,1.481,-0.026
5,1989,1831,158,1.602,1.475,0.127
5,2039,2018,21,1.643,1.626,0.017
5,1920,1707,213,1.547,1.375,0.172
5,1601,1835,-234,1.290,1.478,-0.189
5,1769,1795,-26,1.425,1.446,-0.021
5,1938,1523,415,1.561,1.227,0.334
5,1877,1807,70,1.512,1.456,0.056
5,1759,1857,-98,1.417,1.496,-0.079
5,1752,1741,11,1.411,1.403,0.009
5,1646,1632,14,1.326,1.315,0.011
5,1942,1692,250,1.564,1.363,0.201
5,1899,1973,-74,1.530,1.589,-0.060
5,1771,1709,62,1.427,1.377,0.050
5,2063,2241,-178,1.662,1.805,-0.143
5,1895,2283,-388,1.527,1.839,-0.313
5,2032,2111,-79,1.637,1.701,-0.064
5,1919,2049,-130,1.546,1.651,-0.105
5,1903,1587,316,1.533,1.278,0.255
5,1900,2225,-325,1.531,1.792,-0.262
5,2080,1922,158,1.676,1.548,0.127
5,1764,1594,170,1.421,1.284,0.137
5,2166,2135,31,1.745,1.720,0.025
5,1927,1605,322,1.552,1.293,0.259
5,2024,1695,329,1.631,1.365,0.265
5,2064,1986,78,1.663,1.600,0.063
5,2272,1985,287,1.830,1.599,0.231
5,2406,2166,240,1.938,1.745,0.193
5,1974,1707,267,1.590,1.375,0.215
5,2276,1900,376,1.834,1.531,0.303
5,1959,1743,216,1.578,1.404,0.174
5,1645,2133,-488,1.325,1.718,-0.393
5,2146,2134,12,1.729,1.719,0.010
5,1786,2181,-395,1.439,1.757,-0.318
5,2148,2177,-29,1.730,1.754,-0.023
5,2093,2024,69,1.686,1.631,0.056
5,1837,1514,323,1.480,1.220,0.260
5,1722,1757,-35,1.387,1.415,-0.028
5,1860,1992,-132,1.498,1.605,-0.106
5,1947,1584,363,1.568,1.276,0.292
5,1902,1840,62,1.532,1.482,0.050
5,2256,1566,690,1.817,1.262,0.556
5,2240,2114,126,1.805,1.703,0.102
5,2176,2057,119,1.753,1.657,0.096
5,1874,1915,-41,1.510,1.543,-0.033
5,1817,1699,118,1.464,1.369,0.095
5,1806,2180,-374,1.455,1.756,-0.301
5,1833,2222,-389,1.477,1.790,-0.313
5,1725,1967,-242,1.390,1.585,-0.195
5,1682,1972,-290,1.355,1.589,-0.234
5,2036,2381,-345,1.640,1.918,-0.278
5,1765,2217,-452,1.422,1.786,-0.364
5,1767,1866,-99,1.423,1.503,-0.080
5,1767,2316,-549,1.423,1.866,-0.442
5,1505,2161,-656,1.212,1.741,-0.528
5,2176,2371,-195,1.753,1.910,-0.157
5,1924,2317,-393,1.550,1.867,-0.317
5,2126,1867,259,1.713,1.504,0.209
5,2082,2067,15,1.677,1.665,0.012
5,2090,1883,207,1.684,1.517,0.167
5,2353,1920,433,1.896,1.547,0.349
5,1829,2062,-233,1.473,1.661,-0.188
5,2392,1867,525,1.927,1.504,0.423
5,1871,2162,-291,1.507,1.742,-0.234
5,2232,1804,428,1.798,1.453,0.345
5,2073,1851,222,1.670,1.491,0.179
5,1711,2058,-347,1.378,1.658,-0.280
5,1660,1853,-193,1.337,1.493,-0.155
5,1749,1804,-55,1.409,1.453,-0.044
5,1955,2102,-147,1.575,1.693,-0.118
5,2377,2089,288,1.915,1.683,0.232
5,2253,1619,634,1.815,1.304,0.511
5,2398,1771,627,1.932,1.427,0.505
5,1572,1879,-307,1.266,1.514,-0.247
5,1782,2022,-240,1.436,1.629,-0.193
5,2150,1935,215,1.732,1.559,0.173
5,1681,1918,-237,1.354,1.545,-0.191
5,2042,1980,62,1.645,1.595,0.050
5,1837,2022,-185,1.480,1.629,-0.149
5,1887,1831,56,1.520,1.475,0.045
5,2141,1917,224,1.725,1.544,0.180
5,2088,2076,12,1.682,1.672,0.010
5,2296,1467,829,1.850,1.182,0.668
5,2037,1966,71,1.641,1.584,0.057
5,2144,1666,478,1.727,1.342,0.385
5,1683,1673,10,1.356,1.348,0.008
5,2051,1680,371,1.652,1.353,0.299
5,1913,2167,-254,1.541,1.746,-0.205
5,1727,2128,-401,1.391,1.714,-0.323
5,1985,2109,-124,1.599,1.699,-0.100
5,1501,1593,-92,1.209,1.283,-0.074
5,2382,1998,384,1.919,1.610,0.309
5,1595,2089,-494,1.285,1.683,-0.398
5,2210,1843,367,1.780,1.485,0.296
5,1849,1786,63,1.490,1.439,0.051
5,1492,2193,-701,1.202,1.767,-0.565
5,2222,1858,364,1.790,1.497,0.293
5,2115,1939,176,1.704,1.562,0.142
5,1747,1687,60,1.407,1.359,0.048
5,2261,1974,287,1.821,1.590,0.231
5,1996,1784,212,1.608,1.437,0.171
5,1889,2016,-127,1.522,1.624,-0.102
5,2252,1935,317,1.814,1.559,0.255
5,1839,1683,156,1.481,1.356,0.126
5,2007,1681,326,1.617,1.354,0.263
5,1791,2339,-548,1.443,1.884,-0.441
5,1793,1899,-106,1.444,1.530,-0.085
5,1801,2202,-401,1.451,1.774,-0.323
5,2220,1944,276,1.788,1.566,0.222
5,1753,1691,62,1.412,1.362,0.050
5,1859,1587,272,1.498,1.278,0.219
5,2109,1933,176,1.699,1.557,0.142
5,1596,1906,-310,1.286,1.535,-0.250
5,2272,2049,223,1.830,1.651,0.180
5,2324,1692,632,1.872,1.363,0.509
5,1997,1774,223,1.609,1.429,0.180
5,2198,1666,532,1.771,1.342,0.429
5,1979,1871,108,1.594,1.507,0.087
5,1720,1875,-155,1.386,1.510,-0.125
5,1713,1706,7,1.380,1.374,0.006
5,1968,2016,-48,1.585,1.624,-0.039
5,1522,1921,-399,1.226,1.548,-0.321
5,1823,1705,118,1.469,1.374,0.095
5,1974,2382,-408,1.590,1.919,-0.329
5,2032,1912,120,1.637,1.540,0.097
5,1831,1457,374,1.475,1.174,0.301
5,2299,1665,634,1.852,1.341,0.511
5,2042,1723,319,1.645,1.388,0.257
5,1793,2194,-401,1.444,1.767,-0.323
5,1493,1494,-1,1.203,1.204,-0.001
5,1765,2374,-609,1.422,1.912,-0.491
5,2134,1718,416,1.719,1.384,0.335
5,1781,1570,211,1.435,1.265,0.170
5,1922,1617,305,1.548,1.303,0.246
5,1837,1882,-45,1.480,1.516,-0.036
5,1992,1881,111,1.605,1.515,0.089
5,1623,1665,-42,1.307,1.341,-0.034
5,1983,1661,322,1.597,1.338,0.259
5,2030,1869,161,1.635,1.506,0.130
5,1830,2223,-393,1.474,1.791,-0.317
5,2088,2177,-89,1.682,1.754,-0.072
5,2048,2235,-187,1.650,1.800,-0.151
5,2254,2292,-38,1.816,1.846,-0.031
5,1893,2138,-245,1.525,1.722,-0.197
5,2407,1915,492,1.939,1.543,0.396
5,1635,1677,-42,1.317,1.351,-0.034
5,2004,2298,-294,1.614,1.851,-0.237
5,2368,1788,580,1.908,1.440,0.467
5,1991,1886,105,1.604,1.519,0.085
5,1689,1836,-147,1.361,1.479,-0.118
5,1691,1887,-196,1.362,1.520,-0.158
5,2410,1719,691,1.941,1.385,0.557
5,1988,1727,261,1.602,1.391,0.210
5,1522,1720,-198,1.226,1.386,-0.160
5,1571,2126,-555,1.266,1.713,-0.447
5,2141,1966,175,1.725,1.584,0.141
5,2304,1760,544,1.856,1.418,0.438
5,1711,1864,-153,1.378,1.502,-0.123
5,1718,1660,58,1.384,1.337,0.047
5,1823,1809,14,1.469,1.457,0.011
5,2029,2014,15,1.635,1.622,0.012
5,2141,2334,-193,1.725,1.880,-0.155
5,2038,2126,-88,1.642,1.713,-0.071
5,2250,2338,-88,1.813,1.883,-0.071
5,2149,1892,257,1.731,1.524,0.207
5,1996,1741,255,1.608,1.403,0.205
5,2008,1902,106,1.618,1.532,0.085
5,1709,1848,-139,1.377,1.489,-0.112
5,1961,2310,-349,1.580,1.861,-0.281
5,2434,1537,897,1.961,1.238,0.723
5,1808,2186,-378,1.456,1.761,-0.305
5,2309,2130,179,1.860,1.716,0.144
5,1832,1781,51,1.476,1.435,0.041
5,1895,2080,-185,1.527,1.676,-0.149
5,2243,2012,231,1.807,1.621,0.186
5,1920,1822,98,1.547,1.468,0.079
5,2084,2067,17,1.679,1.665,0.014
5,1828,1711,117,1.473,1.378,0.094
5,1987,1676,311,1.601,1.350,0.251
5,2097,2144,-47,1.689,1.727,-0.038
5,1807,1708,99,1.456,1.376,0.080
5,2093,1974,119,1.686,1.590,0.096
5,1533,1781,-248,1.235,1.435,-0.200
5,1938,1781,157,1.561,1.435,0.126
5,2108,2032,76,1.698,1.637,0.061
5,1936,1777,159,1.560,1.432,0.128
5,2144,1963,181,1.727,1.581,0.146
5,1678,1722,-44,1.352,1.387,-0.035
5,1674,1915,-241,1.349,1.543,-0.194
5,2190,1879,311,1.764,1.514,0.251
5,1571,1821,-250,1.266,1.467,-0.201
5,2344,1872,472,1.888,1.508,0.380
5,2197,2019,178,1.770,1.626,0.143
5,2159,1978,181,1.739,1.593,0.146
5,2161,1895,266,1.741,1.527,0.214
5,1748,1891,-143,1.408,1.523,-0.115
5,2054,1791,263,1.655,1.443,0.212
5,1908,1758,150,1.537,1.416,0.121
5,1967,1593,374,1.585,1.283,0.301
5,2172,2148,24,1.750,1.730,0.019
5,2112,2354,-242,1.701,1.896,-0.195
5,1759,2000,-241,1.417,1.611,-0.194
5,1820,1873,-53,1.466,1.509,-0.043
5,2300,2182,118,1.853,1.758,0.095
5,1844,2186,-342,1.485,1.761,-0.276
5,1537,1926,-389,1.238,1.552,-0.313
,,,0,0.000,0.000,0.000
5,1831,1872,-41,1.475,1.508,-0.033
5,1779,1720,59,1.433,1.386,0.048
5,1727,2026,-299,1.391,1.632,-0.241
5,1982,1666,316,1.597,1.342,0.255
5,1921,1665,256,1.548,1.341,0.206
5,2338,1864,474,1.883,1.502,0.382
5,2126,1597,529,1.713,1.287,0.426
5,2134,1721,413,1.719,1.386,0.333
5,2141,1733,408,1.725,1.396,0.329
5,1587,2094,-507,1.278,1.687,-0.408
5,1759,1730,29,1.417,1.394,0.023
5,1548,2134,-586,1.247,1.719,-0.472
5,1506,1781,-275,1.213,1.435,-0.222
5,1864,1885,-21,1.502,1.519,-0.017
5,2220,2186,34,1.788,1.761,0.027
5,1724,1736,-12,1.389,1.398,-0.010
5,2027,2292,-265,1.633,1.846,-0.213
5,2026,1979,47,1.632,1.594,0.038
5,2283,1727,556,1.839,1.391,0.448
5,1708,1568,140,1.376,1.263,0.113
5,2019,1926,93,1.626,1.552,0.075
5,2022,1975,47,1.629,1.591,0.038
5,1766,1518,248,1.423,1.223,0.200
5,2222,2066,156,1.790,1.664,0.126
5,1695,2355,-660,1.365,1.897,-0.532
5,1800,1685,115,1.450,1.357,0.093
5,2005,1854,151,1.615,1.494,0.122
5,1716,1924,-208,1.382,1.550,-0.168
5,2331,2279,52,1.878,1.836,0.042
5,2204,2096,108,1.776,1.689,0.087
5,2242,1780,462,1.806,1.434,0.372
5,1936,1947,-11,1.560,1.568,-0.009
5,2025,1969,56,1.631,1.586,0.045
5,1999,1850,149,1.610,1.490,0.120
5,1503,1720,-217,1.211,1.386,-0.175
5,2364,1845,519,1.904,1.486,0.418
5,2278,1503,775,1.835,1.211,0.624
5,1732,2086,-354,1.395,1.680,-0.285
5,1909,2307,-398,1.538,1.858,-0.321
5,1562,1455,107,1.258,1.172,0.086
5,1980,1916,64,1.595,1.544,0.052
5,2198,2387,-189,1.771,1.923,-0.152
5,2158,1863,295,1.738,1.501,0.238
5,2204,2305,-101,1.776,1.857,-0.081
5,2030,2140,-110,1.635,1.724,-0.089
5,2078,1970,108,1.674,1.587,0.087
5,2057,1709,348,1.657,1.377,0.280
5,2098,1759,339,1.690,1.417,0.273
5,1998,1991,7,1.610,1.604,0.006
5,2190,1750,440,1.764,1.410,0.354
5,2024,1719,305,1.631,1.385,0.246
5,2188,1957,231,1.763,1.577,0.186
5,2336,1740,596,1.882,1.402,0.480
5,2058,1734,324,1.658,1.397,0.261
5,2038,1779,259,1.642,1.433,0.209
5,2100,1855,245,1.692,1.494,0.197
5,1922,1696,226,1.548,1.366,0.182
5,2241,1986,255,1.805,1.600,0.205
5,2087,1996,91,1.681,1.608,0.073
5,2039,1532,507,1.643,1.234,0.408
5,1706,1554,152,1.374,1.252,0.122
5,1741,1910,-169,1.403,1.539,-0.136
5,1614,1617,-3,1.300,1.303,-0.002
5,2096,2343,-247,1.689,1.887,-0.199
5,1854,2049,-195,1.494,1.651,-0.157
5,1668,2121,-453,1.344,1.709,-0.365
5,1725,2124,-399,1.390,1.711,-0.321
5,1737,2025,-288,1.399,1.631,-0.232
5,1724,1934,-210,1.389,1.558,-0.169
5,2104,2021,83,1.695,1.628,0.067
5,1617,1612,5,1.303,1.299,0.004
5,2026,1707,319,1.632,1.375,0.257
5,2077,1915,162,1.673,1.543,0.131
5,1970,2151,-181,1.587,1.733,-0.146
5,2362,2389,-27,1.903,1.925,-0.022
5,1923,2172,-249,1.549,1.750,-0.201
5,2176,1861,315,1.753,1.499,0.254
5,1980,1831,149,1.595,1.475,0.120
5,2224,1871,353,1.792,1.507,0.284
5,2426,1717,709,1.954,1.383,0.571
5,1529,2043,-514,1.232,1.646,-0.414
5,1621,1934,-313,1.306,1.558,-0.252
5,1723,2040,-317,1.388,1.643,-0.255
5,2187,2352,-165,1.762,1.895,-0.133
5,1563,1786,-223,1.259,1.439,-0.180
5,2177,1674,503,1.754,1.349,0.405
5,2116,2110,6,1.705,1.700,0.005
5,2195,1479,716,1.768,1.191,0.577
5,2025,2269,-244,1.631,1.828,-0.197
5,1841,1986,-145,1.483,1.600,-0.117
5,1921,1721,200,1.548,1.386,0.161
5,2399,1730,669,1.933,1.394,0.539
5,1903,2147,-244,1.533,1.730,-0.197
5,1908,2152,-244,1.537,1.734,-0.197
5,2017,2007,10,1.625,1.617,0.008
5,2190,1711,479,1.764,1.378,0.386
5,1760,2300,-540,1.418,1.853,-0.435
5,2309,1881,428,1.860,1.515,0.345
5,2028,2100,-72,1.634,1.692,-0.058
5,2309,2161,148,1.860,1.741,0.119
5,2061,1531,530,1.660,1.233,0.427
5,1834,1921,-87,1.477,1.548,-0.070
5,1857,2193,-336,1.496,1.767,-0.271
5,2158,1927,231,1.738,1.552,0.186
5,1682,1917,-235,1.355,1.544,-0.189
5,1518,2170,-652,1.223,1.748,-0.525
5,2125,1550,575,1.712,1.249,0.463
5,1858,2196,-338,1.497,1.769,-0.272
5,2105,1936,169,1.696,1.560,0.136
5,2151,2236,-85,1.733,1.801,-0.068
5,1691,1737,-46,1.362,1.399,-0.037
5,1532,1525,7,1.234,1.229,0.006
5,1633,1928,-295,1.316,1.553,-0.238
5,1787,2021,-234,1.440,1.628,-0.189
5,1920,1711,209,1.547,1.378,0.168
5,1869,2166,-297,1.506,1.745,-0.239
5,1831,1770,61,1.475,1.426,0.049
5,2096,1873,223,1.689,1.509,0.180
5,2399,1928,471,1.933,1.553,0.379
5,2244,1870,374,1.808,1.506,0.301
5,1823,1867,-44,1.469,1.504,-0.035
5,1830,2057,-227,1.474,1.657,-0.183
5,2009,1793,216,1.618,1.444,0.174
5,2200,2071,129,1.772,1.668,0.104
5,2136,1812,324,1.721,1.460,0.261
5,1759,2295,-536,1.417,1.849,-0.432
5,2206,1777,429,1.777,1.432,0.346
5,2096,1512,584,1.689,1.218,0.470
5,1518,1711,-193,1.223,1.378,-0.155
5,1662,1855,-193,1.339,1.494,-0.155
5,1750,2140,-390,1.410,1.724,-0.314
5,1800,1894,-94,1.450,1.526,-0.076
5,2058,2300,-242,1.658,1.853,-0.195
5,2222,1694,528,1.790,1.365,0.425
5,2172,1905,267,1.750,1.535,0.215
5,2327,1754,573,1.875,1.413,0.462
5,2232,2178,54,1.798,1.755,0.044
5,1886,2073,-187,1.519,1.670,-0.151
5,2040,2339,-299,1.643,1.884,-0.241
5,1944,1791,153,1.566,1.443,0.123
5,1848,2188,-340,1.489,1.763,-0.274
5,2052,1988,64,1.653,1.602,0.052
5,1810,2361,-551,1.458,1.902,-0.444
5,1599,1950,-351,1.288,1.571,-0.283
5,1604,2112,-508,1.292,1.701,-0.409
5,1977,2120,-143,1.593,1.708,-0.115
5,1831,1923,-92,1.475,1.549,-0.074
5,2034,1710,324,1.639,1.378,0.261
5,2090,1875,215,1.684,1.510,0.173
5,2136,2072,64,1.721,1.669,0.052
5,1731,1667,64,1.394,1.343,0.052
5,1724,1462,262,1.389,1.178,0.211
5,1999,1932,67,1.610,1.556,0.054
5,1847,1688,159,1.488,1.360,0.128
5,2268,1793,475,1.827,1.444,0.383
5,2264,1990,274,1.824,1.603,0.221
5,1754,1746,8,1.413,1.407,0.006
5,1700,1834,-134,1.369,1.477,-0.108
5,2098,1889,209,1.690,1.522,0.168
5,1900,1734,166,1.531,1.397,0.134
5,1936,1835,101,1.560,1.478,0.081
5,1734,1926,-192,1.397,1.552,-0.155
5,1839,2126,-287,1.481,1.713,-0.231
5,1620,1880,-260,1.305,1.515,-0.209
5,1573,2383,-810,1.267,1.920,-0.653
5,2185,2217,-32,1.760,1.786,-0.026
5,1975,1450,525,1.591,1.168,0.423
5,1663,1751,-88,1.340,1.411,-0.071
5,2434,2308,126,1.961,1.859,0.102
5,2016,2302,-286,1.624,1.854,-0.230
5,2274,2099,175,1.832,1.691,0.141
5,2120,1799,321,1.708,1.449,0.259
5,1751,2154,-403,1.411,1.735,-0.325
5,2329,1751,578,1.876,1.411,0.466
5,2127,2164,-37,1.713,1.743,-0.030
5,1824,1764,60,1.469,1.421,0.048
5,2028,1813,215,1.634,1.461,0.173
5,1494,2156,-662,1.204,1.737,-0.533
5,1862,1491,371,1.500,1.201,0.299
5,1603,2041,-438,1.291,1.644,-0.353
5,1753,1937,-184,1.412,1.560,-0.148
5,2166,1684,482,1.745,1.357,0.388
5,2093,2066,27,1.686,1.664,0.022
5,1921,2006,-85,1.548,1.616,-0.068
5,1555,1810,-255,1.253,1.458,-0.205
5,2020,1661,359,1.627,1.338,0.289
5,1673,1960,-287,1.348,1.579,-0.231
5,2129,2275,-146,1.715,1.833,-0.118
5,2346,1867,479,1.890,1.504,0.386
5,1777,2225,-448,1.432,1.792,-0.361
5,2348,2124,224,1.892,1.711,0.180
5,1987,1879,108,1.601,1.514,0.087
5,2188,2160,28,1.763,1.740,0.023
5,2341,1779,562,1.886,1.433,0.453
5,2148,1933,215,1.730,1.557,0.173
5,2426,1695,731,1.954,1.365,0.589
5,2068,1606,462,1.666,1.294,0.372
5,1821,2068,-247,1.467,1.666,-0.199
5,1683,2132,-449,1.356,1.718,-0.362
5,1928,2233,-305,1.553,1.799,-0.246
5,2416,1527,889,1.946,1.230,0.716
5,1600,1757,-157,1.289,1.415,-0.126
5,1989,1726,263,1.602,1.390,0.212
5,1996,2181,-185,1.608,1.757,-0.149
5,1535,1904,-369,1.237,1.534,-0.297
5,1863,1953,-90,1.501,1.573,-0.073
5,1919,1871,48,1.546,1.507,0.039
5,1881,1517,364,1.515,1.222,0.293
5,2156,1903,253,1.737,1.533,0.204
5,2073,2014,59,1.670,1.622,0.048
5,2104,1735,369,1.695,1.398,0.297
5,2021,1773,248,1.628,1.428,0.200
5,2041,2040,1,1.644,1.643,0.001
5,1554,2382,-828,1.252,1.919,-0.667
5,1792,1473,319,1.444,1.187,0.257
5,1949,2159,-210,1.570,1.739,-0.169
5,2025,2069,-44,1.631,1.667,-0.035
5,1933,1678,255,1.557,1.352,0.205
5,2206,2036,170,1.777,1.640,0.137
5,2154,2238,-84,1.735,1.803,-0.068
5,2160,2138,22,1.740,1.722,0.018
5,1852,2198,-346,1.492,1.771,-0.279
5,2168,2051,117,1.747,1.652,0.094
5,2283,1655,628,1.839,1.333,0.506
5,1767,1910,-143,1.423,1.539,-0.115
5,1766,1758,8,1.423,1.416,0.006
5,2138,2228,-90,1.722,1.795,-0.073
5,1993,2086,-93,1.606,1.680,-0.075
5,2217,1912,305,1.786,1.540,0.246
5,2192,2162,30,1.766,1.742,0.024
5,2128,2113,15,1.714,1.702,0.012
5,2244,2023,221,1.808,1.630,0.178
5,1679,1782,-103,1.353,1.436,-0.083
5,1730,2085,-355,1.394,1.680,-0.286
5,1533,1927,-394,1.235,1.552,-0.317
5,1745,1476,269,1.406,1.189,0.217
5,2106,2139,-33,1.697,1.723,-0.027
5,2261,2145,116,1.821,1.728,0.093
5,2230,1817,413,1.796,1.464,0.333
5,1881,2227,-346,1.515,1.794,-0.279
5,1890,2188,-298,1.523,1.763,-0.240
5,1906,1859,47,1.535,1.498,0.038
5,2432,1753,679,1.959,1.412,0.547
5,2391,1661,730,1.926,1.338,0.588
5,2300,1885,415,1.853,1.519,0.334
5,2155,2148,7,1.736,1.730,0.006
5,2122,1497,625,1.709,1.206,0.503
5,2083,1463,620,1.678,1.179,0.499
5,1887,2034,-147,1.520,1.639,-0.118
5,1957,1935,22,1.577,1.559,0.018
5,1857,1937,-80,1.496,1.560,-0.064
5,2169,1948,221,1.747,1.569,0.178
5,2181,1708,473,1.757,1.376,0.381
5,1966,2062,-96,1.584,1.661,-0.077
5,1871,1925,-54,1.507,1.551,-0.044
5,2400,1973,427,1.933,1.589,0.344
5,1896,1931,-35,1.527,1.556,-0.028
5,1539,1987,-448,1.240,1.601,-0.361
5,1850,1541,309,1.490,1.241,0.249
5,2026,1705,321,1.632,1.374,0.259
5,1834,1618,216,1.477,1.303,0.174
5,1841,1527,314,1.483,1.230,0.253
5,2154,1686,468,1.735,1.358,0.377
5,2211,1743,468,1.781,1.404,0.377
5,1701,2206,-505,1.370,1.777,-0.407
5,1913,2048,-135,1.541,1.650,-0.109
5,2330,1913,417,1.877,1.541,0.336
5,2023,1919,104,1.630,1.546,0.084
5,1880,1506,374,1.515,1.213,0.301
5,1920,1572,348,1.547,1.266,0.280
5,1793,1731,62,1.444,1.394,0.050
5,1582,1775,-193,1.274,1.430,-0.155
5,1784,1836,-52,1.437,1.479,-0.042
5,1945,2056,-111,1.567,1.656,-0.089
5,1570,1968,-398,1.265,1.585,-0.321
5,1785,2235,-450,1.438,1.800,-0.363
5,1995,1685,310,1.607,1.357,0.250
5,2048,1728,320,1.650,1.392,0.258
5,2356,2182,174,1.898,1.758,0.140
5,1788,2232,-444,1.440,1.798,-0.358
5,2048,2128,-80,1.650,1.714,-0.064
5,1730,1823,-93,1.394,1.469,-0.075
5,1675,2020,-345,1.349,1.627,-0.278
5,2144,1613,531,1.727,1.299,0.428
5,1825,2000,-175,1.470,1.611,-0.141
5,1669,1570,99,1.345,1.265,0.080
5,2150,2082,68,1.732,1.677,0.055
5,2107,2144,-37,1.697,1.727,-0.030
5,2224,1547,677,1.792,1.246,0.545
5,1922,2062,-140,1.548,1.661,-0.113
5,1765,2005,-240,1.422,1.615,-0.193
5,1571,2224,-653,1.266,1.792,-0.526
5,2189,1829,360,1.763,1.473,0.290
5,2090,1670,420,1.684,1.345,0.338
5,2201,1777,424,1.773,1.432,0.342
5,1741,1463,278,1.403,1.179,0.224
5,2104,1532,572,1.695,1.234,0.461
5,2058,2352,-294,1.658,1.895,-0.237
5,1857,1486,371,1.496,1.197,0.299
5,1878,2227,-349,1.513,1.794,-0.281
5,1831,2021,-190,1.475,1.628,-0.153
5,1740,1890,-150,1.402,1.523,-0.121
5,2262,2239,23,1.822,1.804,0.019
5,2103,1630,473,1.694,1.313,0.381
5,2164,1904,260,1.743,1.534,0.209
5,2278,2111,167,1.835,1.701,0.135
5,2087,1972,115,1.681,1.589,0.093
5,1731,1918,-187,1.394,1.545,-0.151
5,2150,2229,-79,1.732,1.796,-0.064
5,1989,1515,474,1.602,1.220,0.382
5,1749,2193,-444,1.409,1.767,-0.358
5,1864,1765,99,1.502,1.422,0.080
5,1568,1922,-354,1.263,1.548,-0.285
5,1823,1711,112,1.469,1.378,0.090
5,2126,2213,-87,1.713,1.783,-0.070
5,2136,2109,27,1.721,1.699,0.022
5,2025,1917,108,1.631,1.544,0.087
5,1811,2157,-346,1.459,1.738,-0.279
5,1818,1495,323,1.465,1.204,0.260
5,1878,1726,152,1.513,1.390,0.122
5,2304,2137,167,1.856,1.722,0.135
5,2266,1944,322,1.825,1.566,0.259
5,2422,1899,523,1.951,1.530,0.421
5,1693,1848,-155,1.364,1.489,-0.125
5,1704,1811,-107,1.373,1.459,-0.086
5,2131,1607,524,1.717,1.295,0.422
5,1823,2024,-201,1.469,1.631,-0.162
5,1686,2386,-700,1.358,1.922,-0.564
5,1738,1578,160,1.400,1.271,0.129
5,2202,1782,420,1.774,1.436,0.338
5,1903,2300,-397,1.533,1.853,-0.320
5,1702,1499,203,1.371,1.208,0.164
5,2027,2176,-149,1.633,1.753,-0.120
5,2136,2176,-40,1.721,1.753,-0.032
5,1525,2029,-504,1.229,1.635,-0.406
5,2113,1931,182,1.702,1.556,0.147
5,2005,2086,-81,1.615,1.680,-0.065
5,2051,2360,-309,1.652,1.901,-0.249
5,1766,2010,-244,1.423,1.619,-0.197
5,1719,2006,-287,1.385,1.616,-0.231
5,1924,1819,105,1.550,1.465,0.085
5,2344,2014,330,1.888,1.622,0.266
5,2030,1958,72,1.635,1.577,0.058
5,2088,2158,-70,1.682,1.738,-0.056
5,1711,2004,-293,1.378,1.614,-0.236
5,2130,1602,528,1.716,1.291,0.425
5,1654,2156,-502,1.332,1.737,-0.404
5,1972,1707,265,1.589,1.375,0.213
5,2142,1777,365,1.726,1.432,0.294
5,2257,1891,366,1.818,1.523,0.295
5,2054,1852,202,1.655,1.492,0.163
5,2328,2007,321,1.875,1.617,0.259
5,2039,2029,10,1.643,1.635,0.008
5,2270,2000,270,1.829,1.611,0.218
5,1811,1863,-52,1.459,1.501,-0.042
5,1914,1770,144,1.542,1.426,0.116
5,1779,1923,-144,1.433,1.549,-0.116
5,2296,2389,-93,1.850,1.925,-0.075
5,1683,1684,-1,1.356,1.357,-0.001
5,1848,2300,-452,1.489,1.853,-0.364
5,2015,1900,115,1.623,1.531,0.093
5,1853,1586,267,1.493,1.278,0.215
5,1848,1927,-79,1.489,1.552,-0.064
5,1855,2251,-396,1.494,1.813,-0.319
5,2061,2048,13,1.660,1.650,0.010
5,1753,1911,-158,1.412,1.539,-0.127
5,1919,2369,-450,1.546,1.908,-0.363
5,1659,1764,-105,1.336,1.421,-0.085
5,1877,1713,164,1.512,1.380,0.132
5,2250,1833,417,1.813,1.477,0.336
5,2366,2314,52,1.906,1.864,0.042
5,2077,2376,-299,1.673,1.914,-0.241
5,2245,1565,680,1.809,1.261,0.548
5,2155,2086,69,1.736,1.680,0.056
5,2164,1987,177,1.743,1.601,0.143
5,2209,1988,221,1.780,1.602,0.178
